probe set	AA1521m99hpp_av06	AA1521n99hpp_av06	AA1521o99hpp_av06	AA1521p99hpp_av06	AA1521q99hpp_av06	AA1521r99hpp_av06	AA1521s99hpp_av06	AA1521t99hpp_av06
38928_r_at	80.682	68.646	75.352	73.423	86.449	81.193	73.334	73.27
38929_at	44.737	38.064	34.252	40.988	38.724	37.004	39.862	44.453
38930_at	32.586	28.557	28.853	29.529	29.693	28.986	30.611	30.341
38931_at	12.965	14.521	11.817	11.118	10.497	9.734	10.93	10.913
38932_at	91.411	92.19	95.042	94.802	100.936	98.608	88.453	89.669
38933_at	97.892	91.464	96.435	83.985	87.791	93.029	84.928	97.948
38934_at	146.598	146.885	115.692	146.928	148.175	138.15	136.165	137.512
38935_at	57.925	68.991	64.855	69.731	69.881	60.031	55.194	53.982
38936_at	16615.182	16389.404	16142.459	16094.459	16358.175	16296.608	16149.965	16290.374
38937_at	468.129	372.703	369.447	371.008	395.572	407.759	378.797	405.011
38938_at	15.979	12.928	12.898	13.499	17.493	20.211	12.295	18.022
38939_r_at	29.19	27.688	26.179	27.622	28.875	31.048	20.515	22.537
38940_at	10.705	7.087	12.74	14.128	8.932	12.935	12.732	10.176
38941_s_at	12.04	11.814	13.822	9.971	10.804	10.213	10.357	13.461
38942_r_at	265.081	257.106	268.612	240.088	252.227	245.12	221.913	252.077
38943_at	112.011	120.615	101.508	89.394	107.443	109.074	109.013	100.255
38944_at	84.959	92.223	92.5	85.316	90.56	81.843	84.907	80.415
38945_at	46.393	40.433	44.023	42.319	42.499	44.129	39.095	41.909
38946_at	48.514	43.158	39.131	43.475	51.618	48.631	44.476	45.652
38947_at	99.658	89.241	91.23	83.351	109.116	103.97	99.925	104.628
38948_at	59.855	64.747	63.953	58.172	60.308	61.096	54.967	51.785
38949_at	103.303	93.356	96.204	85.112	97.586	152.724	91.661	108.501
38950_r_at	445.394	407.683	416.882	375.648	413.323	422.167	423.436	424.909
38951_at	93.717	99.432	87.567	95.687	92.105	93.293	88.615	90.832
38952_s_at	127.079	112.737	122.541	112.311	123.754	125.449	122.019	131.874
38953_at	184.66	166.564	175.503	157.398	183.841	176.704	188.729	178.033
38954_at	164.08	144.289	160.384	139.125	150.033	157.362	136.213	151.212
38955_at	121.881	105.275	104.024	93.396	122.847	114.989	115.542	112.193
38956_at	282.298	278.646	273.577	274.696	312.465	306.349	243.216	316.101
38957_at	121.647	102.658	107.736	118.207	126.414	113.239	95.987	109.808
38958_at	54.525	48.624	48.299	51.757	52.491	55.046	52.75	46.828
38959_s_at	108.99	99.836	98.458	88.47	91.984	106.863	91.694	110.413
38960_at	246.067	231.826	211.558	210.837	228.453	223.866	216.825	226.031
38961_at	44.72	40.502	40.152	38.389	44.283	44.774	35.338	41.684
38962_at	179.303	164.987	158.079	142.526	152.825	173.158	148.729	162.937
38963_i_at	1161.357	921.63	999.296	903.521	1094.382	1090.068	1064.056	1144.023
38964_r_at	360.107	348.079	343.991	352.132	363.522	377.51	348.418	370.627
38965_at	120.845	96.445	104.172	87.679	103.918	108.106	98.436	108.634
39206_s_at	92.305	92.648	95.283	91.007	98.405	90.179	87.699	81.197
39207_r_at	77.784	83.04	73.086	77.799	75.045	78.486	78.157	77.658
39208_i_at	21.6	15.787	27.406	11.761	19.214	18.701	17.904	26.448
39209_r_at	19.044	16.575	20.708	19.843	21.816	21.124	18.943	20.477
39210_at	84.936	91.236	95.795	88.221	83.891	84.386	87.041	82.711
39211_at	185.013	176.539	170.004	167.693	176.579	171.377	158.757	171.525
39212_at	68.082	51.227	55.801	46.462	55.539	63.154	51.755	57.754
39213_at	11.746	9.947	12.424	9.744	8.756	21.844	8.651	12.469
39214_at	73.872	66.34	65.838	62.174	76.465	75.019	74.388	75.597
39215_at	67.841	53.639	63.803	60.832	62.945	60.514	62.84	68.691
39216_at	49.12	49.298	46.666	56.893	41.404	44.546	49.902	50.879
39217_at	185.102	176.424	182.615	169.704	185.113	184.674	150.691	181.501
39218_at	58.438	49.659	42.716	46.958	58.087	53.134	53.034	55.999
39219_at	47.327	57.045	43.16	55.62	45.537	39.346	46.566	39.327
39220_at	133.406	118.518	123.406	113.668	134.017	131.624	118.939	127.324
39221_at	48.632	46.654	42.295	46.426	43.597	43.226	36.694	45.946
39222_at	25.713	25.728	28.272	23.693	20.767	19.571	25.343	23.632
39223_at	123.258	122.66	110.804	121.848	117.889	122.999	107.543	120.577
39224_at	53.121	48.866	48.033	47.845	45.582	48.47	43.361	46.675
39225_at	83.473	88.601	97.136	88.078	87.249	86.023	89.683	90.659
39226_at	59.268	51.837	57.246	56.99	52.203	52.758	54.478	52.754
39227_at	37.143	45.431	38.775	38.503	41.002	44.206	37.85	37.979
39228_at	43.162	50.086	44.216	44.292	43.009	42.635	46.421	51.96
39229_at	409.892	371.929	363.989	336.069	395.909	395.7	365.042	399.541
39230_at	126.068	107.335	116.288	99.353	121.238	122.061	102.916	139.847
39231_at	55.972	57.326	54.477	59.321	51.964	54.902	57.596	52.364
39232_at	21.052	20.948	17.737	17.652	21.98	23.775	23.15	21.996
39233_at	15.417	16.432	11.689	14.918	16.366	12.139	13.488	10.951
39234_at	376.099	351.16	355.108	371.416	367.935	362.197	344.944	397.354
39235_at	201.651	219.077	217.678	217.396	225.639	202.078	223.993	228.793
39236_s_at	139.241	153.491	139.309	146.496	144.031	141.783	145.483	150.288
39237_at	146.995	137.151	139.185	120.421	151.41	155.174	127.098	156.332
39238_at	133.193	130.81	134.444	146.222	148.587	143.828	128.348	138.872
39239_at	195.186	176.875	180.104	188.124	196.084	181.799	169.816	189.405
39240_at	66.458	59.256	64.005	57.703	71.583	70.497	55.62	76.866
39241_at	54.472	44.885	46.172	39.346	60.754	58.769	73.521	48.938
39242_at	183.468	149.183	166.766	158.712	186.911	185.497	158.566	184.607
39243_s_at	59.488	58.368	51.558	57.162	52.86	52.735	48.431	55.628
39244_at	69.508	73.962	61.988	71.522	70.263	73.919	73.639	76.524
39245_at	170.803	151.229	147.248	143.845	166.919	161.333	152.91	168.261
39246_at	25.474	22.538	23.681	21.652	23.171	20.557	23.886	24.173
39247_at	21.838	22.012	25.243	18.655	24.764	19.643	18.785	20.068
39248_at	441.525	491.167	462.853	468.731	449.809	427.679	456.308	466.603
39249_at	204.921	203.314	204.442	182.991	201.415	206.042	188.182	205.194
39250_at	33.528	35.197	32.247	29.579	36.887	36.527	35.871	34.39
39251_at	127.077	165.947	136.049	142.6	135.196	147.885	143.971	134.901
39252_at	79.841	86.34	72.845	85.658	82.228	84.264	66.656	77.173
39253_s_at	28.401	29.275	21.22	28.594	27.247	29.304	27.881	22.85
39254_at	230.05	217.836	211.521	191.006	224.495	218.117	208.811	205.344
39255_at	232.943	219.345	199.367	229.273	240.297	217.158	225.867	225.838
39256_at	221.041	180.843	180.395	179.754	183.153	200.036	194.445	197.317
39257_at	23.655	28.506	22.453	27.164	25.31	25.539	22.029	27.491
39258_at	78.009	76.265	77.861	73.786	69.158	79.791	71.84	71.852
39259_at	55.498	55.82	54.024	56.156	56.098	61.983	48.417	57.563
39260_at	7.213	11.456	8.046	9.857	7.349	8.515	6.807	9.431
39261_at	185.642	191.821	212.673	188.118	195.351	200.385	193.559	192.953
39262_at	402.795	425.217	440.456	403.952	421.34	405.42	399.677	433.815
39263_at	141.287	147.682	153.722	155.443	147.084	155.84	133.393	146.958
39264_at	147.831	122.664	137.672	135.886	146.275	134.501	154.194	147.265
39265_at	39.159	47.731	39.422	35.102	41.282	37.933	36.559	39.378
39266_at	57.891	59.146	55.175	55.407	63.799	60.957	58.457	60.042
39267_at	35.712	41.982	35.016	37.911	33.48	33.547	41.983	37.23
39268_at	253.578	270.845	232.457	225.353	258.691	262.405	250.959	264.036
39269_at	40.439	37.279	39.385	36.827	36.817	35.905	37.093	35.321
39270_at	164.362	161.306	141.572	133.157	135.318	157.887	154.649	157.831
39271_at	80.457	72.23	66.966	70.203	75.922	71.916	64.398	76.349
39272_g_at	154.136	144.437	137.012	140.945	148.411	149.007	140.547	151.237
39273_at	38.561	45.389	37.275	40.208	41.679	45.001	33.774	36.818
39274_at	219.91	200.3	234.876	225.653	253.257	235.627	240.475	223.863
39275_at	49.304	41.583	47.172	44.637	42.855	49.419	45.098	45.046
39276_g_at	215.005	225.685	211.766	201.475	225.456	223.039	193.908	227.002
39277_at	64.317	62.437	55.887	61.444	61.674	60.848	58.709	60.028
39278_at	132.813	115.678	109.832	101.146	127.313	120.359	107.575	118.561
39279_at	38.68	32.6	37.731	32.614	37.845	35.833	42.534	43.207
39280_at	157.621	142.132	149.467	146.046	151.836	143.478	162.177	155.533
39281_at	81.2	80.271	84.652	81.764	89.793	81.545	77.602	81.182
39282_at	11.406	13.488	10.41	9.252	13.654	8.983	11.367	9.369
39283_at	131.832	125.21	121.039	110.46	119.537	128.102	127.28	144.231
39284_at	67.341	50.34	53.925	48.061	63.452	58.772	55.978	67.131
39285_at	52.506	46.215	47.808	44.547	54.719	50.742	55.086	49.381
39286_at	69.343	64.922	72.77	67.75	70.8	66.64	65.529	73.4
39287_at	81.013	73.178	67.955	64.789	79.316	72.571	65	76.164
39288_at	1032.21	964.049	913.449	996.114	1075.792	1076.055	1011.922	1079.696
39289_at	15.349	14.995	14.218	14.844	15.384	16.21	14.455	16.607
39290_f_at	131.406	117.297	113.794	113.824	127.395	120.605	119.3	130.164
39291_at	106.073	93.028	108.079	87.473	115.902	107.88	86.104	105.155
39292_r_at	64.079	60.884	56.143	56.605	57.041	58.515	57.988	59.669
39293_at	30.625	25.567	25.981	32.297	30.654	25.071	32.042	27.638
39294_at	115.186	106.419	109.821	106.113	113.494	114.53	105.389	110.439
39295_s_at	42.58	55.678	47.648	56.706	51.859	48.762	55.179	53.191
39296_at	103.48	102.006	91.432	92.712	88.442	94.929	95.879	99.492
39297_at	38.572	41.866	42.405	37.525	41.531	41.043	39.369	38.272
39298_at	32.901	36.563	33.708	38.565	38.239	37.845	32.495	35.784
39299_at	19.867	16.779	19.059	15.949	18.204	16.425	16.731	16.373
39300_at	101.146	95.209	119.244	114.417	117.766	99.931	131.255	108.762
39301_at	102.67	92.208	92.619	98.029	90.4	98.534	93.382	97.664
39302_at	32.243	34.639	35.407	34.326	33.456	33.351	29.412	31.189
39303_at	199.147	192.99	197.287	179.204	194.931	196.932	177.433	179.799
39304_g_at	51.137	46.815	48.881	45.45	50.135	52.344	47.065	45.616
39305_at	104.204	103.75	111.408	111.201	115.598	109.624	94.89	107.06
39306_at	226.719	210.974	219.861	215.179	209.678	213.221	204.548	221.166
39307_s_at	65.411	61.285	64.156	65.919	58.947	59.998	58.741	62.499
39308_r_at	61.206	57.092	52.817	52.401	63.957	64.126	57.426	67.935
39309_at	123.526	118.38	112.508	94.989	121.414	122.047	118.735	122.874
39310_at	118.371	96.201	100.907	84.815	103.421	111.621	119.706	116.693
39311_at	233.274	233.349	242.71	220.498	246.982	244.745	236.274	247.603
39312_r_at	13.843	9.367	12.416	12.307	14.728	16.081	12.839	12.167
39313_at	25.89	26.407	29.307	23.333	23.407	26.407	28.9	27.988
39314_at	153.1	151.901	146.476	150.882	157.077	156.813	141.137	156.759
39315_at	106.473	94.052	93.89	86.232	105.839	102.107	102.246	111.952
39316_at	253.406	263.523	262.685	252.412	250.994	253.854	233.649	249.276
39317_at	71.991	72.949	72.023	74.842	80.254	76.609	66.841	72.149
39318_at	76.881	82.625	75.059	76.707	77.122	86.94	68.148	83.953
39319_at	32.235	29.275	31.849	31.448	26.644	29.031	28.21	27.462
39320_at	68.74	66.833	73.108	73.192	84.105	76.801	67.773	83.633
39321_at	55.758	52.498	47.124	46.95	54.307	53.021	50.242	52.319
39322_at	677.347	695.362	623.039	754.376	674.659	696.784	549.922	625.773
39323_at	144.564	144.687	139.43	132.274	134.682	131.269	132.313	140.506
39324_at	26.94	23.706	20.821	23.927	21.581	22.693	25.7	27.521
39325_at	190.185	166.647	157.516	166.878	204.845	175.781	151.543	184.246
39565_at	37.378	33.397	31.804	33.438	30.251	33.216	34.251	35.403
39566_at	56.823	52.424	44.106	48.333	55.139	54.582	51.969	59.328
39567_at	230.312	209.581	211.516	199.75	223.951	228.41	209.648	243.513
39568_g_at	139.306	130.607	138.047	146.291	167.726	163.276	140.608	161.446
39569_at	545.98	476.979	463.458	470.014	498.012	500.173	428.15	535.743
39570_at	202.999	185.59	172.096	179.704	195.407	196.491	182.879	192.201
39571_at	84.16	70.18	82.653	82.628	92.589	89.634	76.55	76.81
39572_at	27.009	25.155	23.519	24.155	27.257	33.268	23.558	28.464
39573_at	70.088	72.28	65.01	55.243	70.749	68.333	64.388	73.393
39574_at	165.019	164.049	169.59	154.9	163.713	169.46	160.568	173.945
39575_at	22.135	22.357	21.969	21.329	19.866	21.947	20.133	21.498
39576_at	42.867	42.092	43.119	39.859	40.695	39.54	38.516	37.025
39577_at	34.66	31.86	38.34	35.573	41.189	40.662	39.554	36.831
39578_at	123.464	135.24	144.737	148.343	133.81	128.551	154.123	137.71
39579_at	460.625	512.392	486.668	506.451	447.698	446.872	482.044	449.04
39580_at	173.941	161.845	160.067	154.161	166.086	177.26	168.114	170.152
39581_at	25.563	24.846	26.205	23.75	25.972	23.424	23.847	24.596
39582_at	83.489	94.53	98.46	107.276	96.933	92.465	105.402	99.494
39583_at	678.988	696.251	676.155	676.55	631.436	651.791	623.271	643.365
39584_at	29.435	35.022	28.496	28.854	30.195	32.101	33.203	26.882
39585_at	108.193	107.69	109.47	102.805	105.274	111.103	104.888	110.931
39586_at	114.011	103.182	100.468	97.016	108.356	108.949	103.782	103.482
39587_at	153.61	157.51	174.126	168.563	167.352	168.794	169.476	168.563
39588_at	212.583	212.168	206.412	208.016	207.115	209.475	220.862	213.921
39589_at	34.081	36.368	31.305	34.97	35.303	32.583	37.425	36.921
39590_at	110.539	112.515	106.747	95.35	114.857	106.209	97.71	100.705
39591_s_at	90.418	84.751	71.818	79.112	87.114	89.912	84.909	86.805
39592_r_at	46.904	59.667	38.394	44.844	48.059	49.068	42.552	39.955
39593_at	40.805	44.894	37.804	40.583	41.188	42.321	37.778	41.797
39594_f_at	2186.75	2250.009	2175.534	2065.239	2255.987	2244.135	2259.369	2334.416
39595_at	44.666	53.636	41.941	41.793	43.416	42.265	51.612	41.635
39596_at	67.703	57.495	56.629	61.443	65.573	61.682	66.437	70.176
39597_at	43.92	42.987	42.291	38.004	48.289	44.103	39.967	39.957
39598_at	197.785	200.364	193.963	198.755	187.912	182.303	199.278	197.758
39599_at	67.939	59.112	65.56	53.401	65.342	62.554	63.939	75.691
39600_at	5.161	6.609	4.678	8.599	6.162	4.853	7.748	6.557
39601_at	418.154	389.134	384.007	381.353	411.896	419.23	407.255	397.598
39602_at	85.016	76.535	80.456	77.181	81.577	85.35	91.045	91.345
39603_at	251.332	249.199	242.656	258.522	229.454	247.421	226.409	253.318
39604_at	44.594	46.923	41.147	40.24	48.115	37.877	41.644	41.579
39605_at	26.84	26.725	30.612	36.501	32.076	27.804	35.108	31.938
39606_at	211.854	212.569	246.646	247.535	245.243	242.713	248.569	207.866
39607_at	59.314	52.34	61.148	52.666	57.687	60.532	54.253	58.687
39608_at	29.287	28.395	26.13	22.103	24.906	25.633	26.833	28.493
39609_at	159.004	158.999	155.648	155.975	168.183	162.772	139.399	159.225
39610_at	116.143	92.905	90.852	79.495	116.452	108.626	87.585	111.074
39611_at	199.517	178.511	186.384	164.026	186.543	174.803	143.473	168.866
39612_at	100.439	97.971	88.61	91.926	107.061	102.139	88.525	101.34
39613_at	74.198	68.218	57.605	69.45	80.781	80.298	68.257	89.878
39614_at	147.037	144.743	152.261	145.702	143.647	134.589	146.136	128.972
39615_at	240.368	179.93	209.679	212.992	222.202	196.852	267.091	189.986
39616_at	59.176	58.374	51.976	50.409	57.475	48.595	51.012	53.297
39617_at	36.165	32.788	27.953	34.864	37.361	29.449	32.9	27.229
39618_at	17.032	21.91	22.389	24.034	20.294	20.214	27.933	21.213
39619_at	316.647	299.976	328.323	288.755	299.859	307.516	306.358	271.397
39620_at	96.918	93.578	96.603	93.06	102.355	97.203	77.106	94.873
39621_at	28.761	29.691	24.322	25.458	29.006	26.579	26.572	26.968
39622_at	76.105	71.658	75.965	75.615	75.393	71.042	81.401	69.881
39623_at	32.746	37.593	36.072	25.246	39.738	37.221	25.464	38.097
39624_at	272.454	282.118	260.001	272.697	293.777	271.584	276.652	269.088
39625_at	38.382	40.4	37.286	37.906	44.987	44.334	39.168	40.899
39626_s_at	153.653	149.475	147.25	147.562	143.73	149.907	156.014	151.611
39627_at	31.698	25.778	28.147	29.591	23.874	27.585	25.516	29.443
39628_at	100.344	110.715	106.494	105.819	103.434	102.414	116.68	113.633
39629_at	53.086	51.08	46.601	43.812	48.938	47.959	39.901	54.726
39630_at	56.418	49.108	48.684	57.233	43.951	53.006	61.17	54.603
39631_at	84.751	78.729	82.179	70.498	72.382	80.011	81.919	88.205
39632_at	35.211	41.49	39.939	44.947	41.016	39.777	44.466	46.69
39633_at	133.885	125.015	139.125	124.345	134.413	135.724	111.969	141.505
39634_at	80.752	81.101	91.413	94.375	81.104	86.715	98.077	96.009
39635_at	97.558	74.283	82.424	68.805	88.123	80.224	82.096	84.323
39636_at	35.477	38.058	36.235	32.334	34.873	35.891	34.524	41.76
39637_at	36.351	35.603	33.231	32.9	34.392	36.613	35.705	39.074
39638_at	181.116	163.035	170.631	144.229	164.103	168.992	152.987	168.769
39639_s_at	134.072	118.001	112.843	113.061	124.121	128.484	111.653	132.423
39640_at	1516.802	1230.621	1364.418	1204.135	1495.862	1607.418	1290.527	1546.307
39641_at	155.153	136.5	139.28	127.473	125.646	129.427	139.731	131.967
39642_at	89.139	88.107	89.966	100.504	87.89	88.649	103.29	100.579
39643_at	26.227	25.656	25.085	23.305	25.74	32.366	28.035	26.217
39644_at	33.107	32.038	29.97	27.494	32.203	28.624	33.173	31.253
39645_r_at	893.602	834.167	797.325	764.142	901.758	887.029	772.157	902.631
39646_at	31.071	33.864	30.143	25.355	30.569	28.913	36.831	36.395
39647_s_at	81.523	78.4	81.22	77.645	80.408	85.695	75.368	82.402
39648_at	44.876	47.692	44.214	49.671	45.193	43.56	46.201	42.909
39649_at	298.859	284.01	271.108	279.655	289.617	320.508	240.926	302.923
39650_s_at	390.323	313.364	364.707	286.933	346.526	378.585	308.356	407.921
39651_at	478.605	434.343	405.095	439.072	512.421	492.509	432.714	511.218
39652_at	33.76	27.348	30.202	33.089	35.862	34.258	28.852	37.418
39653_at	25.893	19.975	24.526	24.543	21.768	25.698	18.911	22.049
39654_at	52.191	57.121	56.588	59.361	54.472	48.261	60.076	50.072
39655_at	91.566	72.686	86.386	79.107	81.851	93.25	78.089	86.609
39656_at	114.368	100.729	102.65	101.589	112.432	112.623	109.772	109.27
39657_at	1123.77	868.004	1039.894	848.418	874.648	1039.305	1107.723	1011.68
39658_at	84.334	80.243	87.754	83.728	91.326	93.587	98.217	90.544
39659_at	96.289	95.216	92.007	100.099	88.089	85.783	95.057	77.654
39660_at	1573.371	1724.647	1846.094	1815.146	1773.419	1767.429	1796.766	1752.865
39661_s_at	75.847	69.058	77.543	73.011	74.163	71.069	66.739	74.04
39662_s_at	196.829	208.32	218.253	185.07	184.253	189.655	165.754	200.678
39663_at	175.635	162.761	165.819	184.105	192.621	183.19	187.494	176.144
39664_at	139.365	141.235	151.715	144.699	119.217	141.954	171.307	130.472
39665_at	129.969	120.335	119.779	122.494	123.917	122.471	122.968	113.397
39666_at	139.983	133.263	133.845	125.346	157.207	142.48	101.737	137.637
39667_at	369.359	361.507	351.428	365.867	369.641	348.712	341.924	356.001
39668_at	47.411	51.71	47.279	47.116	44.395	44.22	40.964	50.31
39669_at	145.406	131.019	133.285	135.871	145.102	146.846	123.008	152.425
39670_at	239.112	214.721	234.684	231.118	249.532	228.254	224.728	242.421
39671_at	24.123	26.646	28.711	27.716	27.834	33.897	28.022	30.836
39672_at	118.931	113.728	108.748	105.444	120.941	109.722	110.626	121.211
39673_i_at	77.403	82.216	79.907	78.88	76.888	84.625	83.332	85.965
39674_r_at	85.338	83.776	82.499	77.139	85.234	86.388	78.807	88.281
39675_at	196.952	185.667	176.218	177.341	212.243	202.386	204.523	204.681
39676_at	69.61	71.277	69.828	60.669	78.834	74.059	67.204	72.589
39677_at	23.787	31.003	28.528	23.634	30.044	30.119	25.319	26.561
39678_at	71.882	76.228	67.44	67.516	66.208	63.879	69.946	74.281
39679_at	114.324	116.523	116.255	107.412	114.822	117.683	103.757	116.558
39680_at	8.389	8.508	10.097	7.517	10.45	5.159	11.078	10.156
39681_at	228.428	239.4	229.304	226.348	258.085	247.944	236.5	266.459
39682_at	54.94	49.337	47.762	47.273	50.489	48.055	46.802	50.395
39683_at	213.863	212.992	209.118	205.702	226.716	226.855	211.228	213.431
39684_at	184.57	168.123	162.241	173.422	173.48	173.165	181.6	185.637
39925_at	237.296	214.916	195.347	198.242	201.907	240.788	195.024	243.579
39926_at	19.199	16.195	16.609	17.897	13.418	15.887	22.562	15.224
39927_at	40.916	28.643	36.173	23.425	37.483	35.764	33.855	35.964
39928_at	150.656	105.548	112.743	92.721	103.326	117.595	110.356	130.663
